model auto,year of production,mileage,exterior colour,tax,transmission,wheel drive,number of owners,engine volume,engine power,engine type,fuel type,acceleration,MPG,country of the car brand,class,top speed,environmental class,price,fuel utilization efficiency,engine optimality,intensity of use
Jaguar,2018,72076.0,серый,5100.0,автоматическая,полный,2 владельца,2.0,150.0,дизельный ,ДТ ,10.5,5.6,Великобритания ,C ,193.0,Euro 6 ,3100000.0,2.8,3150.0,10296.57142857143
Hyundai,2021,62000.0,серебристый,4059.0,автоматическая,передний,1 владелец,1.6,123.0,бензиновый ,АИ-92 ,12.1,7.0,Южная Корея ,B ,169.0,Euro 5 ,2200000.0,4.375,2381.28,15500.0
Toyota,2021,23000.0,коричневый,10000.0,автоматическая,полный,1 владелец,2.8,200.0,дизельный ,ДТ ,9.9,8.9,Япония ,J ,175.0,Euro 6 ,6600000.0,3.178571428571429,5544.0,5750.0
Lada,2023,23000.0,чёрный,2250.0,механическая,передний,1 владелец,1.6,90.0,бензиновый ,АИ-95 ,11.2,6.8,Россия ,B ,179.0,Euro 5 ,895000.0,4.25,1612.8,11500.0
BMW,2018,95800.0,чёрный,21420.0,автоматическая,полный,2 владельца,2.0,252.0,бензиновый ,АИ-95 ,5.8,6.2,Германия ,D ,250.0,Euro 6 ,2649000.0,3.1,2923.2,13685.714285714286
Volkswagen,2015,75000.0,серебристый,7820.0,автоматическая,полный,2 владельца,2.0,170.0,бензиновый ,АИ-95 ,9.9,9.9,Германия ,C ,197.0,Euro 5 ,1990000.0,4.95,3366.0,7500.0
Hyundai,2013,171698.0,чёрный,4950.0,автоматическая,полный,2 владельца,2.0,150.0,бензиновый ,АИ-95 ,11.3,8.2,Южная Корея ,C ,176.0,Euro 0,1480000.0,4.1,3390.0,14308.166666666666
Chevrolet,2023,50.0,белый,3729.0,роботизированная,передний,1 владелец,1.5,113.0,бензиновый ,АИ-92 ,12.9,5.9,США ,C ,175.0,Euro 0,1990000.0,3.9333333333333336,2186.55,25.0
Renault,2017,53000.0,оранжевый,4862.0,автоматическая,полный,3 или более,2.0,143.0,бензиновый ,АИ-95 ,11.2,8.9,Франция ,B ,180.0,Euro 5 ,1764000.0,4.45,3203.2,6625.0
Lada,2023,44141.0,белый,2250.0,механическая,передний,1 владелец,1.6,90.0,бензиновый ,АИ-95 ,11.2,6.8,Россия ,B ,179.0,Euro 5 ,955000.0,4.25,1612.8,22070.5
Renault,2012,176000.0,бежевый,3162.0,механическая,передний,2 владельца,1.6,102.0,бензиновый ,АИ-95 ,11.8,7.6,Франция ,B ,163.0,Euro 4 ,777000.0,4.749999999999999,1925.7600000000002,13538.461538461539
Toyota,2019,77000.0,белый,3712.0,вариатор,передний,1 владелец,1.2,116.0,бензиновый ,АИ-95 ,10.2,5.5,Япония ,C ,195.0,Euro 6 ,1970000.0,4.583333333333334,1419.8399999999997,12833.333333333334
Volkswagen,2020,72000.0,белый,2250.0,механическая,передний,2 владельца,1.6,90.0,бензиновый ,АИ-95 ,11.4,6.4,Германия ,B ,184.0,Euro 5 ,1310000.0,4.0,1641.6000000000001,14400.0
Toyota,2011,386000.0,чёрный,21840.0,автоматическая,полный,2 владельца,3.5,273.0,бензиновый ,АИ-95 ,8.2,12.4,Япония ,E ,180.0,Euro 4 ,1850000.0,3.542857142857143,7835.099999999999,27571.428571428572
BMW,2020,81000.0,синий,16632.0,автоматическая,полный,1 владелец,2.0,231.0,бензиновый ,АИ-95 ,6.7,9.0,Германия ,C ,209.0,Euro 0,2730000.0,4.5,3095.4,16200.0
Volkswagen,2021,72000.0,бежевый,3630.0,автоматическая,передний,1 владелец,1.6,110.0,бензиновый ,АИ-95 ,11.8,6.6,Германия ,B ,190.0,Euro 5 ,1780000.0,4.124999999999999,2076.8,18000.0
Kia,2006,190000.0,серебристый,4512.0,механическая,полный,3 или более,2.0,141.0,бензиновый ,АИ-95 ,11.3,9.3,Южная Корея ,C ,176.0,Euro 0,880000.0,4.65,3186.6000000000004,10000.0
Mercedes-Benz,2023,20.0,чёрный,51435.0,автоматическая,полный,1 владелец,3.0,381.0,бензиновый ,АИ-95 ,6.1,10.4,Германия ,F ,250.0,Euro 6 ,21500000.0,3.466666666666667,6972.299999999999,10.0
Renault,2017,106000.0,серый,3616.0,механическая,передний,2 владельца,1.6,113.0,бензиновый ,АИ-95 ,11.1,6.9,Франция ,B ,172.0,Euro 5 ,979990.0,4.3125,2006.88,13250.0
Lada,2022,23000.0,чёрный,2250.0,механическая,передний,1 владелец,1.6,90.0,бензиновый ,АИ-95 ,11.3,6.8,Россия ,B ,178.0,Euro 5 ,889990.0,4.25,1627.2,7666.666666666667
Ford,2016,91504.0,чёрный,5100.0,автоматическая,полный,2 владельца,1.6,150.0,бензиновый ,АИ-95 ,10.7,7.7,США ,C ,192.0,Euro 5 ,1890000.0,4.8125,2568.0,10167.111111111111
LiXiang,2023,50.0,чёрный,60615.0,автоматическая,полный,1 владелец,1.5,449.0,гибридный ,АИ-95 ,5.3,7.8,Китай ,F ,180.0,Euro 0,7890000.0,5.2,3569.5499999999997,25.0
Mitsubishi,2021,11353.0,чёрный,5110.0,вариатор,полный,1 владелец,2.0,146.0,бензиновый ,АИ-92 ,12.0,7.7,Япония ,D ,188.0,Euro 5 ,3232000.0,3.85,3504.0,2838.25
Volkswagen,2013,288000.0,серый,3782.0,механическая,передний,3 или более,1.4,122.0,бензиновый ,АИ-95 ,9.3,5.2,Германия ,C ,203.0,Euro 5 ,1000000.0,3.714285714285715,1588.44,24000.0
Toyota,2021,54889.0,белый,10000.0,автоматическая,передний,1 владелец,2.5,200.0,бензиновый ,АИ-92 ,8.7,6.8,Япония ,D ,210.0,Euro 6 ,3380000.0,2.7199999999999998,4350.0,13722.25
Volkswagen,2020,110140.0,белый,3630.0,автоматическая,передний,1 владелец,1.6,110.0,бензиновый ,АИ-95 ,11.7,5.9,Германия ,B ,184.0,Euro 5 ,1219990.0,3.6875,2059.2,22028.0
Hyundai,2012,170321.0,чёрный,3317.0,автоматическая,передний,3 или более,1.4,107.0,бензиновый ,АИ-92 ,13.4,6.4,Южная Корея ,B ,175.0,Euro 0,739000.0,4.571428571428572,2007.32,13101.615384615385
Volkswagen,2011,149000.0,красный,3782.0,роботизированная,передний,3 или более,1.4,122.0,бензиновый ,АИ-98 ,9.8,6.0,Германия ,C ,202.0,Euro 5 ,940000.0,4.285714285714286,1673.84,10642.857142857143
Nissan,2012,129750.0,красный,3627.0,вариатор,передний,3 или более,1.6,117.0,бензиновый ,АИ-95 ,11.5,6.3,Япония ,B ,170.0,Euro 0,1199000.0,3.9374999999999996,2152.8,9980.76923076923
Volkswagen,2013,147437.0,серебристый,7650.0,автоматическая,полный,1 владелец,2.0,170.0,бензиновый ,АИ-95 ,9.9,9.9,Германия ,C ,197.0,Euro 5 ,1540000.0,4.95,3366.0,12286.416666666666
Skoda,2009,156000.0,серый,6688.0,механическая,полный,3 или более,1.8,152.0,бензиновый ,АИ-95 ,8.7,8.0,Чехия ,B ,196.0,Euro 5 ,929990.0,4.444444444444445,2380.32,9750.0
Lada,2022,25750.0,белый,2250.0,механическая,передний,1 владелец,1.6,90.0,бензиновый ,АИ-95 ,11.2,6.8,Россия ,B ,172.0,Euro 5 ,1039990.0,4.25,1612.8,8583.333333333334
Opel,2013,204650.0,чёрный,4620.0,автоматическая,передний,1 владелец,1.4,140.0,бензиновый ,АИ-95 ,10.3,6.8,Германия ,C ,200.0,Euro 5 ,1513000.0,4.857142857142858,2018.8000000000002,17054.166666666668
Lada,2021,170000.0,белый,3498.0,механическая,передний,1 владелец,1.6,106.0,бензиновый ,АИ-92 ,13.5,7.8,Россия ,C ,170.0,Euro 5 ,1370000.0,4.875,2289.6000000000004,42500.0
Mitsubishi,2011,145000.0,синий,3627.0,механическая,передний,3 или более,1.6,117.0,бензиновый ,АИ-95 ,11.4,6.1,Япония ,C ,183.0,Euro 4 ,1120000.0,3.8124999999999996,2134.0800000000004,10357.142857142857
BMW,2023,4159.0,белый,51435.0,автоматическая,полный,1 владелец,3.0,381.0,бензиновый ,АИ-95 ,5.4,9.6,Германия ,E ,250.0,Euro 6 ,16200000.0,3.1999999999999997,6172.200000000001,2079.5
Nissan,2008,289550.0,серый,4512.0,механическая,передний,3 или более,2.0,141.0,бензиновый ,АИ-95 ,10.1,8.1,Япония ,C ,192.0,Euro 4 ,798000.0,4.05,2848.2,17032.352941176472
Geely,2020,79001.0,красный,5250.0,роботизированная,передний,1 владелец,1.5,150.0,бензиновый ,АИ-92 ,8.4,6.4,Китай ,B ,190.0,Euro 5 ,1880000.0,4.266666666666667,1890.0,15800.2
Mercedes-Benz,2023,67.0,чёрный,30030.0,автоматическая,полный,1 владелец,2.9,286.0,дизельный ,ДТ ,7.0,7.9,Германия ,F ,227.0,Euro 6 ,16999000.0,2.724137931034483,5805.8,33.5
Kia,2017,91300.0,красный,3936.0,автоматическая,передний,1 владелец,1.6,123.0,бензиновый ,АИ-92 ,11.2,6.6,Южная Корея ,B ,192.0,Euro 5 ,1590000.0,4.124999999999999,2204.16,11412.5
Renault,2014,104000.0,серебристый,1848.0,механическая,передний,2 владельца,1.6,84.0,бензиновый ,АИ-92 ,11.5,7.3,Франция ,B ,175.0,Euro 4 ,620000.0,4.5625,1545.6000000000001,9454.545454545454
Geely,2022,29099.0,чёрный,5250.0,роботизированная,передний,1 владелец,1.5,150.0,бензиновый ,АИ-92 ,8.4,6.4,Китай ,B ,190.0,Euro 5 ,2120000.0,4.266666666666667,1890.0,9699.666666666666
Hyundai,2017,115350.0,белый,4352.0,механическая,передний,2 владельца,1.6,128.0,бензиновый ,АИ-95 ,10.1,6.6,Южная Корея ,C ,200.0,Euro 5 ,1499990.0,4.124999999999999,2068.48,14418.75
Hyundai,2010,108892.0,серый,9456.0,автоматическая,полный,2 владельца,2.2,197.0,дизельный ,ДТ ,10.2,7.2,Южная Корея ,D ,190.0,Euro 0,1625000.0,3.2727272727272725,4420.68,7259.466666666666
Peugeot,2017,132000.0,синий,5100.0,автоматическая,передний,1 владелец,2.0,150.0,дизельный ,ДТ ,9.6,4.8,Франция ,C ,200.0,Euro 6 ,1995000.0,2.4,2880.0,16500.0
Mercedes-Benz,2014,249000.0,чёрный,13082.0,роботизированная,полный,3 или более,2.0,211.0,бензиновый ,АИ-95 ,6.6,6.6,Германия ,C ,240.0,Euro 6 ,1690000.0,3.3,2785.2,22636.363636363636
Lada,2021,68000.0,серый,3498.0,механическая,передний,1 владелец,1.6,106.0,бензиновый ,АИ-95 ,13.5,7.4,Россия ,B ,165.0,Euro 5 ,1070000.0,4.625,2289.6000000000004,17000.0
Hyundai,2020,90000.0,белый,9000.0,автоматическая,передний,3 или более,2.5,180.0,бензиновый ,АИ-95 ,9.2,7.7,Южная Корея ,D ,210.0,Euro 5 ,2670000.0,3.08,4140.0,18000.0
Skoda,2020,35000.0,белый,4125.0,роботизированная,передний,1 владелец,1.4,125.0,бензиновый ,АИ-95 ,9.2,5.4,Чехия ,B ,204.0,Euro 5 ,1950000.0,3.8571428571428577,1609.9999999999998,7000.0
Skoda,2013,144163.0,белый,3255.0,автоматическая,передний,3 или более,1.6,105.0,бензиновый ,АИ-95 ,11.5,7.5,Чехия ,B ,185.0,Euro 4 ,999000.0,4.6875,1932.0,12013.583333333334
BMW,2021,39000.0,белый,30030.0,автоматическая,полный,1 владелец,3.0,286.0,дизельный ,ДТ ,5.6,5.2,Германия ,F ,250.0,Euro 6 ,8755000.0,1.7333333333333334,4804.799999999999,9750.0
Lada,2023,14070.0,белый,2250.0,механическая,передний,1 владелец,1.6,90.0,бензиновый ,АИ-95 ,11.2,6.8,Россия ,B ,179.0,Euro 5 ,879990.0,4.25,1612.8,7035.0
Hyundai,2018,89000.0,чёрный,3872.0,механическая,полный,1 владелец,1.6,121.0,бензиновый ,АИ-95 ,12.9,7.4,Южная Корея ,B ,167.0,Euro 5 ,1770000.0,4.625,2497.4400000000005,12714.285714285714
Mazda,2017,218795.0,белый,16170.0,автоматическая,полный,1 владелец,2.5,231.0,бензиновый ,АИ-95 ,8.6,9.2,Япония ,E ,210.0,Euro 0,3250000.0,3.6799999999999997,4966.5,27349.375
Hyundai,2020,65371.0,голубой,4059.0,автоматическая,передний,3 или более,1.6,123.0,бензиновый ,АИ-92 ,11.2,6.6,Южная Корея ,B ,192.0,Euro 5 ,1520000.0,4.124999999999999,2204.16,13074.2
Nissan,2013,152000.0,коричневый,3627.0,вариатор,передний,3 или более,1.6,117.0,бензиновый ,АИ-95 ,13.0,6.4,Япония ,C ,174.0,Euro 5 ,1230000.0,4.0,2433.6000000000004,12666.666666666666
Lada,2023,14070.0,белый,2250.0,механическая,передний,1 владелец,1.6,90.0,бензиновый ,АИ-95 ,11.2,6.8,Россия ,B ,179.0,Euro 5 ,879990.0,4.25,1612.8,7035.0
Hyundai,2020,65371.0,голубой,4059.0,автоматическая,передний,3 или более,1.6,123.0,бензиновый ,АИ-92 ,11.2,6.6,Южная Корея ,B ,192.0,Euro 5 ,1520000.0,4.124999999999999,2204.16,13074.2
Nissan,2013,152000.0,коричневый,3627.0,вариатор,передний,3 или более,1.6,117.0,бензиновый ,АИ-95 ,13.0,6.4,Япония ,C ,174.0,Euro 5 ,1230000.0,4.0,2433.6000000000004,12666.666666666666
Mazda,2004,119000.0,синий,4800.0,автоматическая,передний,3 или более,2.0,150.0,бензиновый ,АИ-95 ,10.5,10.2,Япония ,C ,189.0,Euro 0,430000.0,5.1,3150.0,5666.666666666667
Land,2019,76794.0,чёрный,5100.0,автоматическая,полный,1 владелец,2.0,150.0,дизельный ,ДТ ,11.2,5.6,Великобритания ,C ,196.0,Euro 6 ,4699999.0,2.8,3360.0,12799.0
Mazda,2008,255136.0,серый,25484.0,автоматическая,полный,3 или более,3.7,277.0,бензиновый ,АИ-95 ,10.1,11.3,Япония ,E ,181.0,Euro 0,1096000.0,3.054054054054054,10351.49,15008.0
Chevrolet,2008,155348.0,чёрный,4352.0,автоматическая,полный,1 владелец,2.4,136.0,бензиновый ,АИ-95 ,12.5,10.4,США ,D ,178.0,Euro 0,1145000.0,4.333333333333334,4079.9999999999995,9138.117647058823
Lada,2018,74131.0,белый,3648.0,механическая,передний,2 владельца,1.6,114.0,бензиновый ,АИ-95 ,9.5,8.6,Россия ,B ,195.0,Euro 5 ,830000.0,5.374999999999999,1732.8,10590.142857142857
Kia,2018,165000.0,синий,5100.0,автоматическая,передний,1 владелец,2.0,150.0,бензиновый ,АИ-95 ,9.8,7.4,Южная Корея ,C ,203.0,Euro 5 ,1750000.0,3.7,2940.0,23571.428571428572
Mazda,2017,58680.0,белый,9408.0,автоматическая,полный,2 владельца,2.5,192.0,бензиновый ,АИ-95 ,7.9,7.3,Япония ,C ,194.0,Euro 4 ,2789900.0,2.92,3792.0,7335.0
Mazda,2020,66000.0,синий,9700.0,автоматическая,полный,1 владелец,2.5,194.0,бензиновый ,АИ-95 ,9.0,7.4,Япония ,C ,195.0,Euro 0,3400000.0,2.96,4365.0,13200.0
Mercedes-Benz,2017,115001.0,белый,13293.0,автоматическая,полный,2 владельца,2.0,211.0,бензиновый ,АИ-95 ,7.3,7.3,Германия ,D ,222.0,Euro 6 ,3750000.0,3.65,3080.6,14375.125
Mitsubishi,2011,204000.0,серый,3379.0,механическая,передний,3 или более,1.5,109.0,бензиновый ,АИ-95 ,11.6,6.4,Япония ,C ,191.0,Euro 0,750000.0,4.266666666666667,1896.6,14571.42857142857
Lada,2022,52000.0,белый,2250.0,механическая,передний,1 владелец,1.6,90.0,бензиновый ,АИ-95 ,11.2,6.8,Россия ,B ,179.0,Euro 5 ,828000.0,4.25,1612.8,17333.333333333332
Hyundai,2017,96300.0,белый,5066.0,автоматическая,передний,2 владельца,2.0,149.0,бензиновый ,АИ-95 ,10.7,7.5,Южная Корея ,B ,183.0,Euro 6 ,1615000.0,3.75,3188.6,12037.5
LiXiang,2023,10.0,чёрный,60615.0,автоматическая,полный,1 владелец,1.5,449.0,гибридный ,АИ-95 ,5.3,7.6,Китай ,E ,180.0,Euro 0,7300000.0,5.066666666666666,3569.5499999999997,5.0
Hyundai,2017,126035.0,серый,3936.0,механическая,передний,3 или более,1.6,123.0,бензиновый ,АИ-92 ,10.3,6.0,Южная Корея ,B ,193.0,Euro 5 ,1098000.0,3.75,2027.0400000000002,15754.375
